#武将id	武将品质	将魂id	将魂数量	材料1_id	材料1_数量	材料2_id	材料2_数量	材料3_id	材料3_数量	材料4_id	材料4_数量	下一级品质
id	quality	soul_item_id	soul_item_num	item_1_id	item_1_num	item_2_id	item_2_num	item_3_id	item_3_num	item_4_id	item_4_num	nextquality
12000000	1	17020000	10	17010000	10	0	0	0	0	0	0	2
12000000	2	17020000	20	17010000	20	17010018	10	0	0	0	0	3
12000000	3	17020000	30	17010010	30	17010024	20	17010030	10	0	0	4
12000000	4	17020000	40	17010006	40	17010020	30	17010030	20	0	0	5
12000000	5	17020000	40	17010019	40	17010074	30	17010030	20	17010035	2	6
12000000	6	17020000	40	17010024	40	17010074	30	17010030	20	17010035	2	7
12000000	7	17020000	40	17010024	40	17010074	30	17010030	20	17010035	2	8
12000000	8	17020000	40	17010024	40	17010074	30	17010030	20	17010035	4	9
12000000	9	17020000	40	17010024	40	17010074	30	17010030	20	17010035	4	10
12000000	10	17020000	40	17010024	40	17010074	30	17010030	20	17010035	4	11
12000000	11	17020000	40	17010024	40	17010074	30	17010030	20	17010035	6	12
12000000	12	17020000	40	17010024	40	17010074	30	17010030	20	17010035	6	13
12000000	13	17020000	40	17010024	40	17010074	30	17010030	20	17010035	6	14
12000000	14	17020000	40	17010024	40	17010074	30	17010030	20	17010035	8	15
12000000	15	17020000	40	17010024	40	17010074	30	17010030	20	17010035	8	16
12000000	16	17020000	40	17010024	40	17010074	30	17010030	20	17010035	8	17
12000000	17	17020000	40	17010024	40	17010074	30	17010030	20	17010035	10	18
12000000	18	17020000	40	17010024	40	17010074	30	17010030	20	17010035	10	0
12000001	1	17020001	10	17010001	10	0	0	0	0	0	0	2
12000001	2	17020001	20	17010001	20	17010017	10	0	0	0	0	3
12000001	3	17020001	30	17010011	30	17010029	20	17010030	10	0	0	4
12000001	4	17020001	40	17010005	40	17010021	30	17010030	20	0	0	5
12000001	5	17020001	40	17010018	40	17010075	30	17010030	20	17010035	2	6
12000001	6	17020001	40	17010029	40	17010075	30	17010030	20	17010035	2	7
12000001	7	17020001	40	17010029	40	17010075	30	17010030	20	17010035	2	8
12000001	8	17020001	40	17010029	40	17010075	30	17010030	20	17010035	4	9
12000001	9	17020001	40	17010029	40	17010075	30	17010030	20	17010035	4	10
12000001	10	17020001	40	17010029	40	17010075	30	17010030	20	17010035	4	11
12000001	11	17020001	40	17010029	40	17010075	30	17010030	20	17010035	6	12
12000001	12	17020001	40	17010029	40	17010075	30	17010030	20	17010035	6	13
12000001	13	17020001	40	17010029	40	17010075	30	17010030	20	17010035	6	14
12000001	14	17020001	40	17010029	40	17010075	30	17010030	20	17010035	8	15
12000001	15	17020001	40	17010029	40	17010075	30	17010030	20	17010035	8	16
12000001	16	17020001	40	17010029	40	17010075	30	17010030	20	17010035	8	17
12000001	17	17020001	40	17010029	40	17010075	30	17010030	20	17010035	10	18
12000001	18	17020001	40	17010029	40	17010075	30	17010030	20	17010035	10	0
12000002	1	17020002	10	17010002	10	0	0	0	0	0	0	2
12000002	2	17020002	20	17010002	20	17010016	10	0	0	0	0	3
12000002	3	17020002	30	17010012	30	17010020	20	17010030	10	0	0	4
12000002	4	17020002	40	17010007	40	17010022	30	17010030	20	0	0	5
12000002	5	17020002	40	17010017	40	17010076	30	17010030	20	17010035	2	6
12000002	6	17020002	40	17010020	40	17010076	30	17010030	20	17010035	2	7
12000002	7	17020002	40	17010020	40	17010076	30	17010030	20	17010035	2	8
12000002	8	17020002	40	17010020	40	17010076	30	17010030	20	17010035	4	9
12000002	9	17020002	40	17010020	40	17010076	30	17010030	20	17010035	4	10
12000002	10	17020002	40	17010020	40	17010076	30	17010030	20	17010035	4	11
12000002	11	17020002	40	17010020	40	17010076	30	17010030	20	17010035	6	12
12000002	12	17020002	40	17010020	40	17010076	30	17010030	20	17010035	6	13
12000002	13	17020002	40	17010020	40	17010076	30	17010030	20	17010035	6	14
12000002	14	17020002	40	17010020	40	17010076	30	17010030	20	17010035	8	15
12000002	15	17020002	40	17010020	40	17010076	30	17010030	20	17010035	8	16
12000002	16	17020002	40	17010020	40	17010076	30	17010030	20	17010035	8	17
12000002	17	17020002	40	17010020	40	17010076	30	17010030	20	17010035	10	18
12000002	18	17020002	40	17010020	40	17010076	30	17010030	20	17010035	10	0
12000003	1	17020003	10	17010003	10	0	0	0	0	0	0	2
12000003	2	17020003	20	17010003	20	17010015	10	0	0	0	0	3
12000003	3	17020003	30	17010013	30	17010027	20	17010030	10	0	0	4
12000003	4	17020003	40	17010005	40	17010023	30	17010030	20	0	0	5
12000003	5	17020003	40	17010016	40	17010077	30	17010030	20	17010035	2	6
12000003	6	17020003	40	17010027	40	17010077	30	17010030	20	17010035	2	7
12000003	7	17020003	40	17010027	40	17010077	30	17010030	20	17010035	2	8
12000003	8	17020003	40	17010027	40	17010077	30	17010030	20	17010035	4	9
12000003	9	17020003	40	17010027	40	17010077	30	17010030	20	17010035	4	10
12000003	10	17020003	40	17010027	40	17010077	30	17010030	20	17010035	4	11
12000003	11	17020003	40	17010027	40	17010077	30	17010030	20	17010035	6	12
12000003	12	17020003	40	17010027	40	17010077	30	17010030	20	17010035	6	13
12000003	13	17020003	40	17010027	40	17010077	30	17010030	20	17010035	6	14
12000003	14	17020003	40	17010027	40	17010077	30	17010030	20	17010035	8	15
12000003	15	17020003	40	17010027	40	17010077	30	17010030	20	17010035	8	16
12000003	16	17020003	40	17010027	40	17010077	30	17010030	20	17010035	8	17
12000003	17	17020003	40	17010027	40	17010077	30	17010030	20	17010035	10	18
12000003	18	17020003	40	17010027	40	17010077	30	17010030	20	17010035	10	0
12000004	1	17020004	10	17010004	10	0	0	0	0	0	0	2
12000004	2	17020004	20	17010004	20	17010014	10	0	0	0	0	3
12000004	3	17020004	30	17010014	30	17010026	20	17010030	10	0	0	4
12000004	4	17020004	40	17010009	40	17010024	30	17010030	20	0	0	5
12000004	5	17020004	40	17010015	40	17010078	30	17010030	20	17010035	2	6
12000004	6	17020004	40	17010026	40	17010078	30	17010030	20	17010035	2	7
12000004	7	17020004	40	17010026	40	17010078	30	17010030	20	17010035	2	8
12000004	8	17020004	40	17010026	40	17010078	30	17010030	20	17010035	4	9
12000004	9	17020004	40	17010026	40	17010078	30	17010030	20	17010035	4	10
12000004	10	17020004	40	17010026	40	17010078	30	17010030	20	17010035	4	11
12000004	11	17020004	40	17010026	40	17010078	30	17010030	20	17010035	6	12
12000004	12	17020004	40	17010026	40	17010078	30	17010030	20	17010035	6	13
12000004	13	17020004	40	17010026	40	17010078	30	17010030	20	17010035	6	14
12000004	14	17020004	40	17010026	40	17010078	30	17010030	20	17010035	8	15
12000004	15	17020004	40	17010026	40	17010078	30	17010030	20	17010035	8	16
12000004	16	17020004	40	17010026	40	17010078	30	17010030	20	17010035	8	17
12000004	17	17020004	40	17010026	40	17010078	30	17010030	20	17010035	10	18
12000004	18	17020004	40	17010026	40	17010078	30	17010030	20	17010035	10	0
12000005	1	17020005	10	17010005	10	0	0	0	0	0	0	2
12000005	2	17020005	20	17010005	20	17010013	10	0	0	0	0	3
12000005	3	17020005	30	17010015	30	17010024	20	17010030	10	0	0	4
12000005	4	17020005	40	17010007	40	17010025	30	17010030	20	0	0	5
12000005	5	17020005	40	17010014	40	17010079	30	17010030	20	17010035	2	6
12000005	6	17020005	40	17010023	40	17010079	30	17010030	20	17010035	2	7
12000005	7	17020005	40	17010023	40	17010079	30	17010030	20	17010035	2	8
12000005	8	17020005	40	17010023	40	17010079	30	17010030	20	17010035	4	9
12000005	9	17020005	40	17010023	40	17010079	30	17010030	20	17010035	4	10
12000005	10	17020005	40	17010023	40	17010079	30	17010030	20	17010035	4	11
12000005	11	17020005	40	17010023	40	17010079	30	17010030	20	17010035	6	12
12000005	12	17020005	40	17010023	40	17010079	30	17010030	20	17010035	6	13
12000005	13	17020005	40	17010023	40	17010079	30	17010030	20	17010035	6	14
12000005	14	17020005	40	17010023	40	17010079	30	17010030	20	17010035	8	15
12000005	15	17020005	40	17010023	40	17010079	30	17010030	20	17010035	8	16
12000005	16	17020005	40	17010023	40	17010079	30	17010030	20	17010035	8	17
12000005	17	17020005	40	17010023	40	17010079	30	17010030	20	17010035	10	18
12000005	18	17020005	40	17010023	40	17010079	30	17010030	20	17010035	10	0
12000006	1	17020006	10	17010006	10	0	0	0	0	0	0	2
12000006	2	17020006	20	17010006	20	17010012	10	0	0	0	0	3
12000006	3	17020006	30	17010016	30	17010028	20	17010030	10	0	0	4
12000006	4	17020006	40	17010001	40	17010026	30	17010030	20	0	0	5
12000006	5	17020006	40	17010013	40	17010080	30	17010030	20	17010035	2	6
12000006	6	17020006	40	17010028	40	17010080	30	17010030	20	17010035	2	7
12000006	7	17020006	40	17010028	40	17010080	30	17010030	20	17010035	2	8
12000006	8	17020006	40	17010028	40	17010080	30	17010030	20	17010035	4	9
12000006	9	17020006	40	17010028	40	17010080	30	17010030	20	17010035	4	10
12000006	10	17020006	40	17010028	40	17010080	30	17010030	20	17010035	4	11
12000006	11	17020006	40	17010028	40	17010080	30	17010030	20	17010035	6	12
12000006	12	17020006	40	17010028	40	17010080	30	17010030	20	17010035	6	13
12000006	13	17020006	40	17010028	40	17010080	30	17010030	20	17010035	6	14
12000006	14	17020006	40	17010028	40	17010080	30	17010030	20	17010035	8	15
12000006	15	17020006	40	17010028	40	17010080	30	17010030	20	17010035	8	16
12000006	16	17020006	40	17010028	40	17010080	30	17010030	20	17010035	8	17
12000006	17	17020006	40	17010028	40	17010080	30	17010030	20	17010035	10	18
12000006	18	17020006	40	17010028	40	17010080	30	17010030	20	17010035	10	0
12000007	1	17020007	10	17010007	10	0	0	0	0	0	0	2
12000007	2	17020007	20	17010007	20	17010011	10	0	0	0	0	3
12000007	3	17020007	30	17010017	30	17010022	20	17010030	10	0	0	4
12000007	4	17020007	40	17010005	40	17010027	30	17010030	20	0	0	5
12000007	5	17020007	40	17010012	40	17010081	30	17010030	20	17010035	2	6
12000007	6	17020007	40	17010022	40	17010081	30	17010030	20	17010035	2	7
12000007	7	17020007	40	17010022	40	17010081	30	17010030	20	17010035	2	8
12000007	8	17020007	40	17010022	40	17010081	30	17010030	20	17010035	4	9
12000007	9	17020007	40	17010022	40	17010081	30	17010030	20	17010035	4	10
12000007	10	17020007	40	17010022	40	17010081	30	17010030	20	17010035	4	11
12000007	11	17020007	40	17010022	40	17010081	30	17010030	20	17010035	6	12
12000007	12	17020007	40	17010022	40	17010081	30	17010030	20	17010035	6	13
12000007	13	17020007	40	17010022	40	17010081	30	17010030	20	17010035	6	14
12000007	14	17020007	40	17010022	40	17010081	30	17010030	20	17010035	8	15
12000007	15	17020007	40	17010022	40	17010081	30	17010030	20	17010035	8	16
12000007	16	17020007	40	17010022	40	17010081	30	17010030	20	17010035	8	17
12000007	17	17020007	40	17010022	40	17010081	30	17010030	20	17010035	10	18
12000007	18	17020007	40	17010022	40	17010081	30	17010030	20	17010035	10	0
12000008	1	17020008	10	17010008	10	0	0	0	0	0	0	2
12000008	2	17020008	20	17010008	20	17010010	10	0	0	0	0	3
12000008	3	17020008	30	17010018	30	17010025	20	17010030	10	0	0	4
12000008	4	17020008	40	17010006	40	17010028	30	17010030	20	0	0	5
12000008	5	17020008	40	17010011	40	17010082	30	17010030	20	17010035	2	6
12000008	6	17020008	40	17010025	40	17010082	30	17010030	20	17010035	2	7
12000008	7	17020008	40	17010025	40	17010082	30	17010030	20	17010035	2	8
12000008	8	17020008	40	17010025	40	17010082	30	17010030	20	17010035	4	9
12000008	9	17020008	40	17010025	40	17010082	30	17010030	20	17010035	4	10
12000008	10	17020008	40	17010025	40	17010082	30	17010030	20	17010035	4	11
12000008	11	17020008	40	17010025	40	17010082	30	17010030	20	17010035	6	12
12000008	12	17020008	40	17010025	40	17010082	30	17010030	20	17010035	6	13
12000008	13	17020008	40	17010025	40	17010082	30	17010030	20	17010035	6	14
12000008	14	17020008	40	17010025	40	17010082	30	17010030	20	17010035	8	15
12000008	15	17020008	40	17010025	40	17010082	30	17010030	20	17010035	8	16
12000008	16	17020008	40	17010025	40	17010082	30	17010030	20	17010035	8	17
12000008	17	17020008	40	17010025	40	17010082	30	17010030	20	17010035	10	18
12000008	18	17020008	40	17010025	40	17010082	30	17010030	20	17010035	10	0
12000009	1	17020009	10	17010009	10	0	0	0	0	0	0	2
12000009	2	17020009	20	17010009	20	17010019	10	0	0	0	0	3
12000009	3	17020009	30	17010019	30	17010020	20	17010030	10	0	0	4
12000009	4	17020009	40	17010004	40	17010029	30	17010030	20	0	0	5
12000009	5	17020009	40	17010010	40	17010083	30	17010030	20	17010035	2	6
12000009	6	17020009	40	17010020	40	17010083	30	17010030	20	17010035	2	7
12000009	7	17020009	40	17010020	40	17010083	30	17010030	20	17010035	2	8
12000009	8	17020009	40	17010020	40	17010083	30	17010030	20	17010035	4	9
12000009	9	17020009	40	17010020	40	17010083	30	17010030	20	17010035	4	10
12000009	10	17020009	40	17010020	40	17010083	30	17010030	20	17010035	4	11
12000009	11	17020009	40	17010020	40	17010083	30	17010030	20	17010035	6	12
12000009	12	17020009	40	17010020	40	17010083	30	17010030	20	17010035	6	13
12000009	13	17020009	40	17010020	40	17010083	30	17010030	20	17010035	6	14
12000009	14	17020009	40	17010020	40	17010083	30	17010030	20	17010035	8	15
12000009	15	17020009	40	17010020	40	17010083	30	17010030	20	17010035	8	16
12000009	16	17020009	40	17010020	40	17010083	30	17010030	20	17010035	8	17
12000009	17	17020009	40	17010020	40	17010083	30	17010030	20	17010035	10	18
12000009	18	17020009	40	17010020	40	17010083	30	17010030	20	17010035	10	0
